,first_name,middle_name,last_name,psychometrics_score,presentation_score,date,location,candidate_id_str
4,Stevie,,Houliston,62.0,53.12,2019-08-15,Birmingham,Stevie Houliston 2019-08-15
5,Axe,,Mckall,63.0,50.0,2019-08-15,Birmingham,Axe Mckall 2019-08-15
6,Shamus,,Mccomish,56.0,71.88,2019-08-15,Birmingham,Shamus Mccomish 2019-08-15
7,Devondra,,Blabey,57.0,68.75,2019-08-15,Birmingham,Devondra Blabey 2019-08-15
8,Marion,,Consadine,60.0,62.5,2019-08-15,Birmingham,Marion Consadine 2019-08-15
9,Celine,,Doree,66.0,53.12,2019-08-15,Birmingham,Celine Doree 2019-08-15
10,Phyllys,,Baelde,69.0,75.0,2019-08-15,Birmingham,Phyllys Baelde 2019-08-15
11,Cecile,,Lates,55.0,68.75,2019-08-15,Birmingham,Cecile Lates 2019-08-15
12,Charlean,,Devons,52.0,43.75,2019-08-15,Birmingham,Charlean Devons 2019-08-15
13,Avrit,,Gawith,59.0,71.88,2019-08-15,Birmingham,Avrit Gawith 2019-08-15
14,Doralin,,Purkess,49.0,75.0,2019-08-15,Birmingham,Doralin Purkess 2019-08-15
15,Nikolos,,Yashin,57.0,62.5,2019-08-15,Birmingham,Nikolos Yashin 2019-08-15
16,Emmanuel,,Deniske,50.0,50.0,2019-08-15,Birmingham,Emmanuel Deniske 2019-08-15
17,Mella,,Aubin,51.0,68.75,2019-08-15,Birmingham,Mella Aubin 2019-08-15
18,Cal,,Loache,53.0,62.5,2019-08-15,Birmingham,Cal Loache 2019-08-15
19,Salaidh,,Loveday,48.0,50.0,2019-08-15,Birmingham,Salaidh Loveday 2019-08-15
20,Gisela,,Aisbett,60.0,59.38,2019-08-15,Birmingham,Gisela Aisbett 2019-08-15
21,Gifford,,Buffey,40.0,78.12,2019-08-15,Birmingham,Gifford Buffey 2019-08-15
22,Mendie,,Mcbean,52.0,84.38,2019-08-15,Birmingham,Mendie Mcbean 2019-08-15
23,Donall,,Skitch,62.0,34.38,2019-08-15,Birmingham,Donall Skitch 2019-08-15
24,Cornall,,Wastall,64.0,50.0,2019-08-15,Birmingham,Cornall Wastall 2019-08-15
25,Nancie,,Sazio,58.0,50.0,2019-08-15,Birmingham,Nancie Sazio 2019-08-15
26,Redford,,Bubbings,50.0,59.38,2019-08-15,Birmingham,Redford Bubbings 2019-08-15
27,Starr,,Curcher,59.0,78.12,2019-08-15,Birmingham,Starr Curcher 2019-08-15
28,Pegeen,,O'Lochan,61.0,56.25,2019-08-15,Birmingham,Pegeen O'Lochan 2019-08-15
29,Beret,,Devonside,64.0,71.88,2019-08-15,Birmingham,Beret Devonside 2019-08-15
30,Bevon,,Mustill,56.0,71.88,2019-08-15,Birmingham,Bevon Mustill 2019-08-15
31,Donnamarie,,Schofield,60.0,62.5,2019-08-15,Birmingham,Donnamarie Schofield 2019-08-15
32,Sigismund,,Izkovici,50.0,56.25,2019-08-15,Birmingham,Sigismund Izkovici 2019-08-15
33,Kata,,Jedrasik,62.0,25.0,2019-08-15,Birmingham,Kata Jedrasik 2019-08-15
34,Dorothy,,Hailwood,66.0,50.0,2019-08-15,Birmingham,Dorothy Hailwood 2019-08-15
35,Robinet,,Renwick,70.0,62.5,2019-08-15,Birmingham,Robinet Renwick 2019-08-15
36,Shae,,Ainslie,58.0,65.62,2019-08-15,Birmingham,Shae Ainslie 2019-08-15
37,Florance,,Durram,39.0,53.12,2019-08-15,Birmingham,Florance Durram 2019-08-15
38,Bondon,,Josselson,57.0,65.62,2019-08-15,Birmingham,Bondon Josselson 2019-08-15
39,Cora,,Klausewitz,55.0,75.0,2019-08-15,Birmingham,Cora Klausewitz 2019-08-15
0,Em,,Dun,56.0,65.62,2019-01-15,London,Em Dun 2019-01-15
1,Taffy,,Elderfield,46.0,59.38,2019-01-15,London,Taffy Elderfield 2019-01-15
2,Clemmie,,Kayley,56.0,59.38,2019-01-15,London,Clemmie Kayley 2019-01-15
3,Thorny,,Uwins,51.0,59.38,2019-01-15,London,Thorny Uwins 2019-01-15
4,Dorey,,Mcquillan,53.0,84.38,2019-01-15,London,Dorey Mcquillan 2019-01-15
5,Marga,,Simmig,56.0,75.0,2019-01-15,London,Marga Simmig 2019-01-15
6,Devland,,Benkin,64.0,75.0,2019-01-15,London,Devland Benkin 2019-01-15
7,Worth,,Kos,63.0,62.5,2019-01-15,London,Worth Kos 2019-01-15
8,Regan,,Pittaway,53.0,62.5,2019-01-15,London,Regan Pittaway 2019-01-15
9,Linnea,,Dulling,64.0,50.0,2019-01-15,London,Linnea Dulling 2019-01-15
10,Gabey,,Fisbburne,46.0,59.38,2019-01-15,London,Gabey Fisbburne 2019-01-15
11,Kellie,,Althorp,63.0,59.38,2019-01-15,London,Kellie Althorp 2019-01-15
12,Quintus,,Penella,57.0,53.12,2019-01-15,London,Quintus Penella 2019-01-15
13,Guillermo,,Riha,60.0,62.5,2019-01-15,London,Guillermo Riha 2019-01-15
14,Wanids,,Simison,53.0,62.5,2019-01-15,London,Wanids Simison 2019-01-15
0,Cherise,,Dudbridge,49.0,59.38,2019-05-15,London,Cherise Dudbridge 2019-05-15
1,Thurstan,,Denman,42.0,56.25,2019-05-15,London,Thurstan Denman 2019-05-15
2,Maxi,,Macgaughey,56.0,78.12,2019-05-15,London,Maxi Macgaughey 2019-05-15
3,Ulrika,,Lemerie,58.0,46.88,2019-05-15,London,Ulrika Lemerie 2019-05-15
4,Tait,,Harlett,36.0,65.62,2019-05-15,London,Tait Harlett 2019-05-15
5,Dion,,Pavlasek,57.0,62.5,2019-05-15,London,Dion Pavlasek 2019-05-15
6,Rodolfo,,Woloschinski,49.0,59.38,2019-05-15,London,Rodolfo Woloschinski 2019-05-15
7,Sansone,,Caghan,48.0,71.88,2019-05-15,London,Sansone Caghan 2019-05-15
8,Adamo,,Osment,51.0,62.5,2019-05-15,London,Adamo Osment 2019-05-15
9,Alfi,,Janku,52.0,62.5,2019-05-15,London,Alfi Janku 2019-05-15
10,Oliver,,Thacke,52.0,43.75,2019-05-15,London,Oliver Thacke 2019-05-15
11,Garret,,Pleasaunce,55.0,62.5,2019-05-15,London,Garret Pleasaunce 2019-05-15
12,Sheba,,Everal,52.0,78.12,2019-05-15,London,Sheba Everal 2019-05-15
13,Adham,,Petrolli,61.0,68.75,2019-05-15,London,Adham Petrolli 2019-05-15
14,Garvin,,Ianizzi,51.0,56.25,2019-05-15,London,Garvin Ianizzi 2019-05-15
15,Marysa,,Heathorn,67.0,71.88,2019-05-15,London,Marysa Heathorn 2019-05-15
16,Sanford,,Larking,60.0,59.38,2019-05-15,London,Sanford Larking 2019-05-15
17,Dalt,,Le Grand,62.0,65.62,2019-05-15,London,Dalt Le Grand 2019-05-15
18,Rainer,,Josefovic,57.0,75.0,2019-05-15,London,Rainer Josefovic 2019-05-15
19,Selestina,,Mcbean,51.0,46.88,2019-05-15,London,Selestina Mcbean 2019-05-15
20,Alain,,Peinton,61.0,65.62,2019-05-15,London,Alain Peinton 2019-05-15
21,Oswell,,Burdis,47.0,62.5,2019-05-15,London,Oswell Burdis 2019-05-15
22,Audrey,,Bossel,46.0,50.0,2019-05-15,London,Audrey Bossel 2019-05-15
23,Morgen,,Keningham,49.0,56.25,2019-05-15,London,Morgen Keningham 2019-05-15
24,Denny,,Enga,57.0,71.88,2019-05-15,London,Denny Enga 2019-05-15
0,Ivor,,Quogan,39.0,50.0,2019-10-15,London,Ivor Quogan 2019-10-15
1,Thibaut,,Edbrooke,49.0,40.62,2019-10-15,London,Thibaut Edbrooke 2019-10-15
2,Chancey,,Bitten,50.0,56.25,2019-10-15,London,Chancey Bitten 2019-10-15
3,Noland,,Origin,55.0,62.5,2019-10-15,London,Noland Origin 2019-10-15
4,Correna,,Sutherel,51.0,81.25,2019-10-15,London,Correna Sutherel 2019-10-15
5,Doretta,,Hallor,54.0,62.5,2019-10-15,London,Doretta Hallor 2019-10-15
6,Addi,,Larter,43.0,62.5,2019-10-15,London,Addi Larter 2019-10-15
7,Tierney,,Twatt,51.0,59.38,2019-10-15,London,Tierney Twatt 2019-10-15
8,Wileen,,Gartenfeld,54.0,62.5,2019-10-15,London,Wileen Gartenfeld 2019-10-15
9,Ileane,,Margarson,63.0,71.88,2019-10-15,London,Ileane Margarson 2019-10-15
10,Mateo,,Hanburry,58.0,65.62,2019-10-15,London,Mateo Hanburry 2019-10-15
11,Hogan,,Raffan,53.0,84.38,2019-10-15,London,Hogan Raffan 2019-10-15
12,Creighton,,Estrella,59.0,65.62,2019-10-15,London,Creighton Estrella 2019-10-15
13,Bryna,,Delle,51.0,62.5,2019-10-15,London,Bryna Delle 2019-10-15
14,Cristy,,Rutledge,51.0,71.88,2019-10-15,London,Cristy Rutledge 2019-10-15
15,Codi,,Kear,64.0,75.0,2019-10-15,London,Codi Kear 2019-10-15
16,Madalyn,,Facey,60.0,78.12,2019-10-15,London,Madalyn Facey 2019-10-15
17,Tymothy,,Titchard,52.0,75.0,2019-10-15,London,Tymothy Titchard 2019-10-15
18,Janeen,,Pinney,59.0,43.75,2019-10-15,London,Janeen Pinney 2019-10-15
19,Locke,,Lacelett,56.0,59.38,2019-10-15,London,Locke Lacelett 2019-10-15
20,Daren,,Windrum,59.0,65.62,2019-10-15,London,Daren Windrum 2019-10-15
21,Caria,,Trillow,53.0,50.0,2019-10-15,London,Caria Trillow 2019-10-15
22,Corby,,Cristofolini,41.0,81.25,2019-10-15,London,Corby Cristofolini 2019-10-15
0,Lay,,Trosdall,61.0,65.62,2019-04-16,London,Lay Trosdall 2019-04-16
1,Kimbell,,Lasseter,57.0,59.38,2019-04-16,London,Kimbell Lasseter 2019-04-16
2,Orazio,,Brawn,68.0,78.12,2019-04-16,London,Orazio Brawn 2019-04-16
3,Cilka,,Anlay,43.0,56.25,2019-04-16,London,Cilka Anlay 2019-04-16
4,Irina,,Marritt,61.0,71.88,2019-04-16,London,Irina Marritt 2019-04-16
5,Tye,,Worgen,52.0,40.62,2019-04-16,London,Tye Worgen 2019-04-16
6,Darcy,,Srutton,66.0,65.62,2019-04-16,London,Darcy Srutton 2019-04-16
7,Westbrooke,,Wonham,56.0,62.5,2019-04-16,London,Westbrooke Wonham 2019-04-16
8,Jessee,,Chisnall,51.0,75.0,2019-04-16,London,Jessee Chisnall 2019-04-16
9,Ali,,Outram,54.0,53.12,2019-04-16,London,Ali Outram 2019-04-16
10,Annalise,,Easom,51.0,71.88,2019-04-16,London,Annalise Easom 2019-04-16
11,Corty,,Frearson,50.0,65.62,2019-04-16,London,Corty Frearson 2019-04-16
12,Terri,,Spensley,58.0,78.12,2019-04-16,London,Terri Spensley 2019-04-16
13,Elli,,Villalta,40.0,84.38,2019-04-16,London,Elli Villalta 2019-04-16
14,Karina,,Ingyon,57.0,56.25,2019-04-16,London,Karina Ingyon 2019-04-16
15,Reina,,Loudiane,49.0,53.12,2019-04-16,London,Reina Loudiane 2019-04-16
16,Karlene,,Mcdermott-Row,64.0,59.38,2019-04-16,London,Karlene Mcdermott-Row 2019-04-16
17,Stacie,,Heads,63.0,71.88,2019-04-16,London,Stacie Heads 2019-04-16
18,Dillon,,Gemnett,55.0,75.0,2019-04-16,London,Dillon Gemnett 2019-04-16
19,Chloette,,Van Weedenburg,47.0,68.75,2019-04-16,London,Chloette Van Weedenburg 2019-04-16
20,Louise,,Dowse,50.0,62.5,2019-04-16,London,Louise Dowse 2019-04-16
21,Yelena,,Kelleway,52.0,78.12,2019-04-16,London,Yelena Kelleway 2019-04-16
22,Isabelita,,Alexandrou,63.0,68.75,2019-04-16,London,Isabelita Alexandrou 2019-04-16
23,Dickie,,Kearton,61.0,62.5,2019-04-16,London,Dickie Kearton 2019-04-16
24,Celle,,Barlas,65.0,71.88,2019-04-16,London,Celle Barlas 2019-04-16
0,Huey,,Broodes,46.0,78.12,2019-01-16,London,Huey Broodes 2019-01-16
1,Lorianna,,Weinham,53.0,56.25,2019-01-16,London,Lorianna Weinham 2019-01-16
2,Ingar,,Huckstepp,44.0,56.25,2019-01-16,London,Ingar Huckstepp 2019-01-16
3,Roxanne,,Edie,54.0,65.62,2019-01-16,London,Roxanne Edie 2019-01-16
4,Thorpe,,Maddie,49.0,50.0,2019-01-16,London,Thorpe Maddie 2019-01-16
5,Abigail,,Dunsmore,56.0,78.12,2019-01-16,London,Abigail Dunsmore 2019-01-16
6,Goran,,Eton,60.0,71.88,2019-01-16,London,Goran Eton 2019-01-16
7,Raquela,,Elcox,63.0,68.75,2019-01-16,London,Raquela Elcox 2019-01-16
8,Yolanda,,Fosse,61.0,62.5,2019-01-16,London,Yolanda Fosse 2019-01-16
9,Corri,,Pund,58.0,81.25,2019-01-16,London,Corri Pund 2019-01-16
10,Stephan,,Bahls,59.0,75.0,2019-01-16,London,Stephan Bahls 2019-01-16
11,Felecia,,Mcblain,47.0,75.0,2019-01-16,London,Felecia Mcblain 2019-01-16
12,Conchita,,Gumey,57.0,56.25,2019-01-16,London,Conchita Gumey 2019-01-16
13,Pierson,,Mills,47.0,62.5,2019-01-16,London,Pierson Mills 2019-01-16
14,Ingeberg,,Othen,59.0,62.5,2019-01-16,London,Ingeberg Othen 2019-01-16
15,Garvin,,Dracey,54.0,71.88,2019-01-16,London,Garvin Dracey 2019-01-16
16,Garrott,,Demaine,58.0,59.38,2019-01-16,London,Garrott Demaine 2019-01-16
17,Wilona,,Pammenter,63.0,46.88,2019-01-16,London,Wilona Pammenter 2019-01-16
18,Lynnett,,Swin,58.0,71.88,2019-01-16,London,Lynnett Swin 2019-01-16
19,Gustaf,,Lude,51.0,62.5,2019-01-16,London,Gustaf Lude 2019-01-16
20,Monah,,Dowling,49.0,75.0,2019-01-16,London,Monah Dowling 2019-01-16
21,Randall,,Waller,53.0,59.38,2019-01-16,London,Randall Waller 2019-01-16
22,Thomasine,,Poundford,65.0,68.75,2019-01-16,London,Thomasine Poundford 2019-01-16
23,Anatole,,Peterffy,62.0,53.12,2019-01-16,London,Anatole Peterffy 2019-01-16
24,Simon,,Murrey,50.0,59.38,2019-01-16,London,Simon Murrey 2019-01-16
25,Zaccaria,,Bussons,61.0,62.5,2019-01-16,London,Zaccaria Bussons 2019-01-16
26,Staci,,Harlett,56.0,34.38,2019-01-16,London,Staci Harlett 2019-01-16
27,Trstram,,Goodyer,61.0,62.5,2019-01-16,London,Trstram Goodyer 2019-01-16
28,Theodosia,,Creenan,52.0,68.75,2019-01-16,London,Theodosia Creenan 2019-01-16
29,Melba,,Cobain,44.0,68.75,2019-01-16,London,Melba Cobain 2019-01-16
30,Ricca,,Sowden,55.0,65.62,2019-01-16,London,Ricca Sowden 2019-01-16
31,Drona,,Lemonby,51.0,68.75,2019-01-16,London,Drona Lemonby 2019-01-16
32,Cory,,Greene,58.0,75.0,2019-01-16,London,Cory Greene 2019-01-16
0,Donalt,,Gummoe,66.0,59.38,2019-07-16,London,Donalt Gummoe 2019-07-16
1,Farlee,,Baalham,66.0,62.5,2019-07-16,London,Farlee Baalham 2019-07-16
2,Zsa Zsa,,Rounsefull,61.0,62.5,2019-07-16,London,Zsa Zsa Rounsefull 2019-07-16
3,Verena,,Townes,59.0,68.75,2019-07-16,London,Verena Townes 2019-07-16
4,Ludvig,,Grzes,53.0,59.38,2019-07-16,London,Ludvig Grzes 2019-07-16
5,Karoly,,Skates,51.0,62.5,2019-07-16,London,Karoly Skates 2019-07-16
6,Kellyann,,Yorkston,54.0,65.62,2019-07-16,London,Kellyann Yorkston 2019-07-16
7,Olly,,Mougenel,52.0,56.25,2019-07-16,London,Olly Mougenel 2019-07-16
8,Alan,,Hallewell,68.0,40.62,2019-07-16,London,Alan Hallewell 2019-07-16
9,Bowie,,Endersby,51.0,71.88,2019-07-16,London,Bowie Endersby 2019-07-16
10,Erina,,Stockau,46.0,65.62,2019-07-16,London,Erina Stockau 2019-07-16
11,Fons,,Ghiotto,58.0,59.38,2019-07-16,London,Fons Ghiotto 2019-07-16
12,Markos,,Walter,51.0,75.0,2019-07-16,London,Markos Walter 2019-07-16
13,Mirilla,,Bottinelli,51.0,56.25,2019-07-16,London,Mirilla Bottinelli 2019-07-16
14,Rodolfo,,Garret,60.0,65.62,2019-07-16,London,Rodolfo Garret 2019-07-16
15,Alli,,Ludewig,64.0,68.75,2019-07-16,London,Alli Ludewig 2019-07-16
16,Elnore,,Schwandner,51.0,65.62,2019-07-16,London,Elnore Schwandner 2019-07-16
17,Gradeigh,,Hamblin,60.0,53.12,2019-07-16,London,Gradeigh Hamblin 2019-07-16
18,Brewer,,Calderbank,50.0,62.5,2019-07-16,London,Brewer Calderbank 2019-07-16
19,Nettle,,Heffer,43.0,65.62,2019-07-16,London,Nettle Heffer 2019-07-16
20,Ulrikaumeko,,Bowsher,52.0,53.12,2019-07-16,London,Ulrikaumeko Bowsher 2019-07-16
21,Vina,,Flott,57.0,56.25,2019-07-16,London,Vina Flott 2019-07-16
22,Alexis,,Shee,47.0,62.5,2019-07-16,London,Alexis Shee 2019-07-16
23,Portia,,Farfalameev,59.0,56.25,2019-07-16,London,Portia Farfalameev 2019-07-16
24,Martelle,,Veneur,43.0,43.75,2019-07-16,London,Martelle Veneur 2019-07-16
25,Tad,,Mcilhagga,65.0,56.25,2019-07-16,London,Tad Mcilhagga 2019-07-16
0,Bobby,,Mccracken,46.0,75.0,2019-05-16,Birmingham,Bobby Mccracken 2019-05-16
1,Andrei,,Musslewhite,51.0,71.88,2019-05-16,Birmingham,Andrei Musslewhite 2019-05-16
2,Vilhelmina,,Kissell,63.0,65.62,2019-05-16,Birmingham,Vilhelmina Kissell 2019-05-16
3,Standford,,Brewitt,56.0,68.75,2019-05-16,Birmingham,Standford Brewitt 2019-05-16
4,Alfi,,Mccracken,63.0,56.25,2019-05-16,Birmingham,Alfi Mccracken 2019-05-16
5,Mercedes,,Cadden,48.0,62.5,2019-05-16,Birmingham,Mercedes Cadden 2019-05-16
6,Linus,,Pietruszewicz,58.0,65.62,2019-05-16,Birmingham,Linus Pietruszewicz 2019-05-16
7,Corena,,Birtley,46.0,78.12,2019-05-16,Birmingham,Corena Birtley 2019-05-16
8,Philippa,,Mccalister,51.0,50.0,2019-05-16,Birmingham,Philippa Mccalister 2019-05-16
9,Sebastiano,,Ramsby,43.0,50.0,2019-05-16,Birmingham,Sebastiano Ramsby 2019-05-16
10,Patin,,Storek,51.0,75.0,2019-05-16,Birmingham,Patin Storek 2019-05-16
11,Alidia,,Govett,56.0,59.38,2019-05-16,Birmingham,Alidia Govett 2019-05-16
12,Juieta,,Tellett,63.0,81.25,2019-05-16,Birmingham,Juieta Tellett 2019-05-16
13,Fonz,,Grzegorzewicz,48.0,50.0,2019-05-16,Birmingham,Fonz Grzegorzewicz 2019-05-16
14,Heindrick,,Mckiddin,58.0,78.12,2019-05-16,Birmingham,Heindrick Mckiddin 2019-05-16
15,Benedikt,,Scogings,59.0,78.12,2019-05-16,Birmingham,Benedikt Scogings 2019-05-16
16,Davidson,,Biskupiak,40.0,65.62,2019-05-16,Birmingham,Davidson Biskupiak 2019-05-16
17,Abey,,Lightollers,62.0,59.38,2019-05-16,Birmingham,Abey Lightollers 2019-05-16
18,Gerianne,,Bagge,58.0,50.0,2019-05-16,Birmingham,Gerianne Bagge 2019-05-16
19,Filberto,,Annis,54.0,78.12,2019-05-16,Birmingham,Filberto Annis 2019-05-16
0,Clay,,Perillo,68.0,56.25,2019-10-16,London,Clay Perillo 2019-10-16
1,Margaretta,,Gedling,55.0,78.12,2019-10-16,London,Margaretta Gedling 2019-10-16
2,Arlie,,Baynam,43.0,68.75,2019-10-16,London,Arlie Baynam 2019-10-16
3,Deana,,Lynds,61.0,78.12,2019-10-16,London,Deana Lynds 2019-10-16
4,Chucho,,Kegan,51.0,59.38,2019-10-16,London,Chucho Kegan 2019-10-16
5,Olly,,Aitkenhead,45.0,53.12,2019-10-16,London,Olly Aitkenhead 2019-10-16
6,Adey,,Bramwell,52.0,37.5,2019-10-16,London,Adey Bramwell 2019-10-16
7,Jordain,,Offen,62.0,65.62,2019-10-16,London,Jordain Offen 2019-10-16
8,Englebert,,Hedman,62.0,62.5,2019-10-16,London,Englebert Hedman 2019-10-16
9,Elvera,,Gorman,54.0,62.5,2019-10-16,London,Elvera Gorman 2019-10-16
10,Aland,,Houchin,44.0,53.12,2019-10-16,London,Aland Houchin 2019-10-16
11,Jesus,,Keller,54.0,37.5,2019-10-16,London,Jesus Keller 2019-10-16
12,Engelbert,,Palatino,64.0,75.0,2019-10-16,London,Engelbert Palatino 2019-10-16
13,Zondra,,Lindgren,48.0,59.38,2019-10-16,London,Zondra Lindgren 2019-10-16
14,Caren,,Puig,54.0,75.0,2019-10-16,London,Caren Puig 2019-10-16
15,Marmaduke,,Kiefer,64.0,65.62,2019-10-16,London,Marmaduke Kiefer 2019-10-16
16,Gabi,,Fice,55.0,68.75,2019-10-16,London,Gabi Fice 2019-10-16
17,Tiffi,,Reddlesden,50.0,65.62,2019-10-16,London,Tiffi Reddlesden 2019-10-16
18,Mirabelle,,Tidder,66.0,59.38,2019-10-16,London,Mirabelle Tidder 2019-10-16
19,Evelyn,,Lukash,47.0,53.12,2019-10-16,London,Evelyn Lukash 2019-10-16
20,Elita,,Foch,51.0,81.25,2019-10-16,London,Elita Foch 2019-10-16
21,Winona,,Carlaw,68.0,75.0,2019-10-16,London,Winona Carlaw 2019-10-16
0,Rivi,,Epinay,53.0,59.38,2019-04-17,London,Rivi Epinay 2019-04-17
1,Ash,,Hannon,59.0,59.38,2019-04-17,London,Ash Hannon 2019-04-17
2,Marie-Ann,,Vaar,52.0,65.62,2019-04-17,London,Marie-Ann Vaar 2019-04-17
3,Alli,,Sleeford,55.0,62.5,2019-04-17,London,Alli Sleeford 2019-04-17
4,Maure,,Tink,47.0,53.12,2019-04-17,London,Maure Tink 2019-04-17
5,Erastus,,Wenger,43.0,56.25,2019-04-17,London,Erastus Wenger 2019-04-17
6,Brooks,,Gethouse,55.0,59.38,2019-04-17,London,Brooks Gethouse 2019-04-17
7,Ilka,,Moodie,51.0,78.12,2019-04-17,London,Ilka Moodie 2019-04-17
8,Mylo,,Leband,44.0,50.0,2019-04-17,London,Mylo Leband 2019-04-17
9,Gianina,,Bessent,56.0,78.12,2019-04-17,London,Gianina Bessent 2019-04-17
10,Brendon,,Ferrieri,73.0,62.5,2019-04-17,London,Brendon Ferrieri 2019-04-17
11,Ashli,,Mullaney,49.0,59.38,2019-04-17,London,Ashli Mullaney 2019-04-17
12,Ellerey,,Shenton,46.0,71.88,2019-04-17,London,Ellerey Shenton 2019-04-17
13,Guinna,,Garford,50.0,53.12,2019-04-17,London,Guinna Garford 2019-04-17
14,Suzy,,Blaisdell,59.0,75.0,2019-04-17,London,Suzy Blaisdell 2019-04-17
15,Gradey,,Connor,54.0,68.75,2019-04-17,London,Gradey Connor 2019-04-17
16,Carlyn,,Durram,55.0,43.75,2019-04-17,London,Carlyn Durram 2019-04-17
17,Biddy,,Rapps,53.0,59.38,2019-04-17,London,Biddy Rapps 2019-04-17
18,Thea,,Labbey,40.0,68.75,2019-04-17,London,Thea Labbey 2019-04-17
19,Annemarie,,Dulinty,48.0,81.25,2019-04-17,London,Annemarie Dulinty 2019-04-17
20,Beth,,Tiner,64.0,71.88,2019-04-17,London,Beth Tiner 2019-04-17
21,Kayle,,Ferenc,52.0,62.5,2019-04-17,London,Kayle Ferenc 2019-04-17
22,Gonzalo,,Danniell,50.0,68.75,2019-04-17,London,Gonzalo Danniell 2019-04-17
0,Charmian,,Martinuzzi,58.0,68.75,2019-12-17,London,Charmian Martinuzzi 2019-12-17
1,Eba,,Tarbath,51.0,65.62,2019-12-17,London,Eba Tarbath 2019-12-17
2,Nobe,,Guerrazzi,54.0,59.38,2019-12-17,London,Nobe Guerrazzi 2019-12-17
3,Gerda,,Yuille,59.0,62.5,2019-12-17,London,Gerda Yuille 2019-12-17
4,Berkly,,Fishleigh,51.0,75.0,2019-12-17,London,Berkly Fishleigh 2019-12-17
5,Sherwood,,Sandercock,57.0,62.5,2019-12-17,London,Sherwood Sandercock 2019-12-17
6,Blondelle,,Jaan,63.0,46.88,2019-12-17,London,Blondelle Jaan 2019-12-17
7,Hermie,,Lassell,49.0,75.0,2019-12-17,London,Hermie Lassell 2019-12-17
8,Lawton,,Hiddsley,58.0,53.12,2019-12-17,London,Lawton Hiddsley 2019-12-17
9,Giuseppe,,Cobbin,50.0,43.75,2019-12-17,London,Giuseppe Cobbin 2019-12-17
10,Gipsy,,Seres,54.0,68.75,2019-12-17,London,Gipsy Seres 2019-12-17
11,Rube,,Beals,59.0,68.75,2019-12-17,London,Rube Beals 2019-12-17
12,Ives,,Weddell,54.0,50.0,2019-12-17,London,Ives Weddell 2019-12-17
13,Vera,,Broadfoot,63.0,62.5,2019-12-17,London,Vera Broadfoot 2019-12-17
14,Brew,,Botterell,54.0,53.12,2019-12-17,London,Brew Botterell 2019-12-17
15,Celesta,,Binion,61.0,78.12,2019-12-17,London,Celesta Binion 2019-12-17
16,Maison,,Purse,61.0,62.5,2019-12-17,London,Maison Purse 2019-12-17
17,Arne,,Warne,41.0,65.62,2019-12-17,London,Arne Warne 2019-12-17
18,Raffaello,,Mortlock,36.0,62.5,2019-12-17,London,Raffaello Mortlock 2019-12-17
19,Lee,,Ambrogioli,63.0,62.5,2019-12-17,London,Lee Ambrogioli 2019-12-17
20,Edna,,Dilston,68.0,68.75,2019-12-17,London,Edna Dilston 2019-12-17
21,Rafaelita,,D'Ambrogi,57.0,56.25,2019-12-17,London,Rafaelita D'Ambrogi 2019-12-17
0,Agneta,,Fantini,58.0,59.38,2019-01-17,Birmingham,Agneta Fantini 2019-01-17
1,Kare,,Garvill,48.0,53.12,2019-01-17,Birmingham,Kare Garvill 2019-01-17
2,Chucho,,Tift,56.0,37.5,2019-01-17,Birmingham,Chucho Tift 2019-01-17
3,Teddy,,Ham,59.0,78.12,2019-01-17,Birmingham,Teddy Ham 2019-01-17
4,Marc,,Extance,46.0,50.0,2019-01-17,Birmingham,Marc Extance 2019-01-17
5,Lauretta,,Bartell,51.0,75.0,2019-01-17,Birmingham,Lauretta Bartell 2019-01-17
6,Kala,,Doeg,48.0,87.5,2019-01-17,Birmingham,Kala Doeg 2019-01-17
7,Linoel,,Fissenden,59.0,59.38,2019-01-17,Birmingham,Linoel Fissenden 2019-01-17
8,Reinaldos,,Rayne,59.0,50.0,2019-01-17,Birmingham,Reinaldos Rayne 2019-01-17
9,Zechariah,,Salzberger,47.0,59.38,2019-01-17,Birmingham,Zechariah Salzberger 2019-01-17
10,Sylvan,,Asher,51.0,75.0,2019-01-17,Birmingham,Sylvan Asher 2019-01-17
11,Georgie,,Perel,51.0,78.12,2019-01-17,Birmingham,Georgie Perel 2019-01-17
12,Lazar,,Seligson,67.0,34.38,2019-01-17,Birmingham,Lazar Seligson 2019-01-17
13,Bernadette,,Gerardi,53.0,65.62,2019-01-17,Birmingham,Bernadette Gerardi 2019-01-17
14,Jenifer,,Pickles,41.0,46.88,2019-01-17,Birmingham,Jenifer Pickles 2019-01-17
15,Tonnie,,Royden,44.0,62.5,2019-01-17,Birmingham,Tonnie Royden 2019-01-17
16,Gelya,,Pyson,54.0,71.88,2019-01-17,Birmingham,Gelya Pyson 2019-01-17
17,Aida,,Bothams,56.0,68.75,2019-01-17,Birmingham,Aida Bothams 2019-01-17
18,Muffin,,Wigglesworth,53.0,65.62,2019-01-17,Birmingham,Muffin Wigglesworth 2019-01-17
19,Bart,,Godilington,57.0,46.88,2019-01-17,Birmingham,Bart Godilington 2019-01-17
20,Allianora,,Rowdell,55.0,68.75,2019-01-17,Birmingham,Allianora Rowdell 2019-01-17
21,Randy,,Semken,61.0,71.88,2019-01-17,Birmingham,Randy Semken 2019-01-17
